appln_id,appln_auth,appln_kind,appln_filing_year,appln_nr_epodoc,ipr_type,receiving_office,earliest_filing_id,priority
496309529,WO,W ,2016,WO2016CN111858,PI,CN,496309529,1
496317594,US,A ,2016,US201615390594,PI,  ,496317594,1
496388988,WO,W ,2018,WO2018US35323,PI,US,506642632,0
496654452,US,A ,2017,US201715859062,PI,  ,905158114,0
496664910,WO,W ,2018,WO2018IB54877,PI,IB,496664910,1
496727214,CN,A ,2018,CN201810018768,PI,  ,496727214,1
496808638,WO,W ,2018,WO2018EP68475,PI,EP,482700608,0
497162235,EP,A ,2018,EP20180183997,PI,  ,497162235,1
497238550,EP,A ,2018,EP20180737988,PI,  ,482255570,0
497319204,WO,W ,2018,WO2018IB54969,PI,IB,483085752,0
497446354,CN,A ,2018,CN201810416910,PI,  ,497446354,1
497518918,EP,A ,2018,EP20180740304,PI,  ,482255155,0
498087437,US,A ,2017,US201715846012,PI,  ,905194816,0
498089116,US,A ,2018,US201815942669,PI,  ,905121399,0
498261422,CN,A ,2018,CN201810151589,PI,  ,498261422,1
498541211,AU,A ,2017,AU20170277538,PI,  ,905137021,0
498629053,EP,A ,2018,EP20180752561,PI,  ,485866497,0
498964907,US,A ,2018,US201815908284,PI,  ,905206688,0
498997831,EP,A ,2018,EP20180756016,PI,  ,489395501,0
499036980,EP,A ,2018,EP20180758390,PI,  ,482845468,0
499637849,CN,A ,2018,CN201810347357,PI,  ,499637849,1
499643565,CN,A ,2018,CN201810285050,PI,  ,499643565,1
499702697,US,A ,2018,US201815913382,PI,  ,905199968,0
499888314,PH,A ,2018,PH20181500391,PI,  ,905058599,0
500190074,CN,A ,2018,CN201810341785,PI,  ,500190074,1
500800605,WO,W ,2017,WO2017CN79098,PI,CN,500800605,1
501262469,CA,A ,2017,CA20173019276,PI,  ,457838356,0
501736735,CN,A ,2018,CN201810274239,PI,  ,501736735,1
501871882,WO,W ,2018,WO2018EP79064,PI,EP,488501761,0
502167326,CN,A ,2018,CN201810596311,PI,  ,502167326,1
502280225,CN,A ,2018,CN201810487908,PI,  ,502280225,1
502282567,CN,A ,2018,CN201810409231,PI,  ,502282567,1
502408854,CN,A ,2018,CN201810880884,PI,  ,502408854,1
502487527,EP,A ,2018,EP20180204314,PI,  ,502487527,1
502494152,CN,A ,2018,CN201810552688,PI,  ,502494152,1
502509428,CN,A ,2018,CN201810410137,PI,  ,502509428,1
502601984,CN,A ,2018,CN201810555755,PI,  ,502601984,1
502802698,CN,A ,2018,CN201810549192,PI,  ,502802698,1
502907879,GB,A ,2016,GB20180015754,PI,  ,484188510,0
502995626,CN,A ,2018,CN201810787544,PI,  ,502995626,1
502996798,CN,A ,2018,CN201810796439,PI,  ,502996798,1
503463901,CN,A ,2018,CN201810720976,PI,  ,503463901,1
503555462,CN,A ,2018,CN201810959472,PI,  ,503555462,1
503577956,CN,A ,2018,CN201810427244,PI,  ,503577956,1
503621533,AU,A ,2017,AU20170269736,PI,  ,902208933,0
503680865,CN,A ,2018,CN201810856443,PI,  ,503680865,1
503890239,CN,A ,2018,CN201810676548,PI,  ,503890239,1
503958266,CN,A ,2018,CN201810681395,PI,  ,503958266,1
504153461,CN,A ,2018,CN201810790428,PI,  ,504153461,1
504162149,CN,A ,2018,CN201810734525,PI,  ,504162149,1
504308819,CN,A ,2018,CN201810730579,PI,  ,504308819,1
504375946,WO,W ,2018,WO2018IB59198,PI,IB,905261847,0
504405626,US,A ,2017,US201715616625,PI,  ,504405626,1
504578164,KR,A ,2018,KR20180058422,PI,  ,504578164,1
504816720,WO,W ,2017,WO2017US38002,PI,US,504816720,1
504908395,EP,A ,2018,EP20180821116,PI,  ,484892500,0
504992400,US,A ,2018,US201816119163,PI,  ,905212033,0
505109611,US,A ,2018,US201816102029,PI,  ,905221584,0
505334670,CN,A ,2018,CN201810589623,PI,  ,505334670,1
505369268,CN,A ,2017,CN201780021840,PI,  ,905251921,0
505441830,CN,A ,2017,CN201780024137,PI,  ,458131143,0
505450992,CN,A ,2018,CN201810903204,PI,  ,505450992,1
505587053,CN,A ,2018,CN201811162239,PI,  ,505587053,1
505625870,CN,A ,2018,CN201810936285,PI,  ,505625870,1
505768149,US,A ,2018,US201816108867,PI,  ,492081390,0
505768726,US,A ,2018,US201815957458,PI,  ,905235714,0
506132985,CN,A ,2018,CN201811035544,PI,  ,506132985,1
506283699,KR,A ,2017,KR20170178228,PI,  ,506283699,1
507235407,US,A ,2018,US201816052912,PI,  ,905267336,0
507569728,US,A ,2017,US201716079083,PI,  ,451579590,0
507571600,US,A ,2018,US201815971775,PI,  ,905249577,0
507897687,WO,W ,2018,WO2018US00365,PI,US,905254062,0
508196482,CN,A ,2018,CN201811118855,PI,  ,508196482,1
508221248,TW,A ,2018,TW20187112040,PI,  ,479045906,0
508279801,US,A ,2017,US201715833369,PI,  ,905248544,0
508408530,CN,A ,2018,CN201811273061,PI,  ,508408530,1
508694237,JP,A ,2017,JP20170152669,PI,  ,508694237,1
508990181,CN,A ,2018,CN201811423003,PI,  ,508990181,1
509141202,US,A ,2018,US201816126975,PI,  ,905261744,0
509155201,WO,W ,2018,WO2018US50246,PI,US,905261744,0
509491862,CN,A ,2018,CN201880002402,PI,  ,525277827,0
509599115,MX,A ,2017,MX20180010057,PI,  ,451579584,0
509670579,CN,A ,2018,CN201810999687,PI,  ,905246144,0
509842122,CN,A ,2018,CN201811637974,PI,  ,509842122,1
509888250,TW,A ,2018,TW20187117888,PI,  ,481239134,0
509924548,WO,W ,2018,WO2018RU00622,PI,RU,905247481,0
510068169,CN,A ,2018,CN201811200357,PI,  ,510068169,1
510068469,CN,A ,2018,CN201811189888,PI,  ,510068469,1
510311769,US,A ,2018,US201816207744,PI,  ,493549522,0
510577640,CN,A ,2018,CN201811283594,PI,  ,510577640,1
510985958,CN,A ,2018,CN201811260305,PI,  ,510985958,1
511231123,CN,A ,2018,CN201811477228,PI,  ,511231123,1
511235376,CN,A ,2018,CN201811518821,PI,  ,511235376,1
511344301,WO,W ,2018,WO2018CN114322,PI,CN,511344301,1
511344306,WO,W ,2018,WO2018CN120858,PI,CN,511344306,1
511344308,WO,W ,2018,WO2018CN114314,PI,CN,511344308,1
511344601,WO,W ,2018,WO2018CN124975,PI,CN,511344601,1
511372386,EP,A ,2018,EP20180865720,PI,  ,511344576,0
511440829,CN,A ,2018,CN201811539163,PI,  ,511440829,1
511521453,CN,A ,2019,CN201910114375,PI,  ,511521453,1
511926936,CN,A ,2018,CN201811567036,PI,  ,511926936,1
511929578,CN,A ,2019,CN201910021197,PI,  ,511929578,1
511967541,US,A ,2018,US201816137820,PI,  ,905267303,0
511969513,US,A ,2018,US201816229964,PI,  ,905367069,0
511991505,WO,W ,2018,WO2018KR04544,PI,KR,511584159,0
512369650,US,A ,2018,US201816184757,PI,  ,905257785,0
512767533,US,A ,2018,US201816223237,PI,  ,905212033,0
512767631,US,A ,2017,US201715811108,PI,  ,512767631,1
513460465,KR,A ,2018,KR20180055546,PI,  ,513460465,1
513558635,WO,W ,2019,WO2019EP63747,PI,EP,902219788,0
513740540,US,A ,2017,US201715827904,PI,  ,513740540,1
513927252,US,A ,2016,US201616314635,PI,  ,496309635,0
514253646,US,A ,2017,US201715835477,PI,  ,514253646,1
514387616,WO,W ,2018,WO2018US63777,PI,US,905260637,0
514756617,US,A ,2017,US201715841712,PI,  ,514756617,1
514772693,WO,W ,2018,WO2018CN73678,PI,CN,495537307,0
515028695,WO,W ,2019,WO2019EP65820,PI,EP,905316469,0
515120958,CN,A ,2017,CN201780065773,PI,  ,490004115,0
515429629,WO,W ,2019,WO2019CN82551,PI,CN,515429629,1
515435052,WO,W ,2017,WO2017US67657,PI,US,515435052,1
515436915,WO,W ,2019,WO2019CN80493,PI,CN,515436915,1
515437017,WO,W ,2019,WO2019CN79705,PI,CN,515437017,1
515437215,WO,W ,2019,WO2019CN82564,PI,CN,515437215,1
515437222,WO,W ,2019,WO2019CN80478,PI,CN,515437222,1
515465225,WO,W ,2019,WO2019US35117,PI,US,523020344,0
515490259,WO,W ,2019,WO2019EP66646,PI,EP,524551591,0
515824250,CN,A ,2019,CN201910237975,PI,  ,515824250,1
516100776,WO,W ,2019,WO2019US12221,PI,US,498653350,0
516203490,CN,A ,2019,CN201910255280,PI,  ,516203490,1
516328491,CN,A ,2017,CN201780074262,PI,  ,905157406,0
516427865,US,A ,2017,US201716334278,PI,  ,474110356,0
516518647,EP,A ,2019,EP20190738259,PI,  ,516444929,0
516697371,WO,W ,2019,WO2019IB56014,PI,IB,499374832,0
516730132,CN,A ,2019,CN201910307569,PI,  ,516730132,1
516850889,US,A ,2017,US201716320080,PI,  ,469738727,0
516857677,WO,W ,2019,WO2019CN87053,PI,CN,516857677,1
516922953,EP,A ,2019,EP20190741571,PI,  ,516858850,0
517165258,US,A ,2019,US201916262597,PI,  ,905287590,0
517260581,CN,A ,2018,CN201810071057,PI,  ,517260581,1
517385866,WO,W ,2019,WO2019EP71117,PI,EP,498069151,0
517395449,CN,A ,2017,CN201780002394,PI,  ,515735603,0
517407381,CN,A ,2019,CN201910389697,PI,  ,517407381,1
517513548,US,A ,2019,US201916390112,PI,  ,905135550,0
517719671,CN,A ,2017,CN201780081308,PI,  ,496337466,0
517813436,US,A ,2019,US201916275444,PI,  ,497623494,0
518064322,EP,A ,2019,EP20190192511,PI,  ,510314840,0
518127498,WO,W ,2019,WO2019CN74531,PI,CN,518216252,0
518128800,WO,W ,2019,WO2019US17980,PI,US,497740575,0
518589564,SG,A ,2018,SG20191106831Y,PI,  ,511344572,0
518719479,US,A ,2019,US201916290920,PI,  ,905299709,0
518788399,WO,W ,2019,WO2019EP73066,PI,EP,527919140,0
518943389,WO,W ,2019,WO2019KR02314,PI,KR,903979912,0
519396265,CA,A ,2018,CA20183053938,PI,  ,484822652,0
519447507,AU,A ,2019,AU20190100888,PI,  ,519447507,1
519464855,CN,A ,2019,CN201910419930,PI,  ,519464855,1
519646558,CN,A ,2019,CN201910573653,PI,  ,519646558,1
519718422,US,A ,2018,US201815928119,PI,  ,519718422,1
520049555,WO,W ,2019,WO2019US23324,PI,US,905301284,0
520071049,WO,W ,2019,WO2019US51782,PI,US,905347966,0
520191020,CN,A ,2019,CN201910126928,PI,  ,507231700,0
520290885,WO,W ,2019,WO2019KR01487,PI,KR,521771192,0
520594617,US,A ,2019,US201916390116,PI,  ,905135550,0
520600440,WO,W ,2018,WO2018CN82406,PI,CN,520600440,1
520600631,WO,W ,2019,WO2019CN81904,PI,CN,502434241,0
520602712,WO,W ,2019,WO2019US27161,PI,US,905325808,0
520691915,CN,A ,2018,CN201880003929,PI,  ,511344318,0
520695861,CN,A ,2019,CN201910636658,PI,  ,520695861,1
520702654,CN,A ,2019,CN201910615858,PI,  ,520702654,1
520702756,CN,A ,2019,CN201910649902,PI,  ,520702756,1
520765260,DE,A ,2018,DE20181003376,PI,  ,520765260,1
520853100,CN,A ,2019,CN201910565773,PI,  ,520853100,1
520863730,CN,A ,2019,CN201910679554,PI,  ,520863730,1
520863760,CN,A ,2019,CN201910679555,PI,  ,520863760,1
520945677,US,A ,2017,US201715727628,PI,  ,520945677,1
520958088,US,A ,2018,US201815960832,PI,  ,520958088,1
520961830,WO,W ,2018,WO2018KR06093,PI,KR,504937577,0
521234703,CN,A ,2019,CN201910673595,PI,  ,521234703,1
521260818,US,A ,2018,US201815994434,PI,  ,905306050,0
521266355,US,A ,2019,US201916397513,PI,  ,905326415,0
521272173,US,A ,2019,US201916244082,PI,  ,905325340,0
521432454,JP,A ,2018,JP20180077368,PI,  ,521432454,1
521447460,SG,A ,2018,SG20191108511P,PI,  ,479045948,0
521447530,SG,A ,2019,SG20191108556U,PI,  ,513720539,0
521447630,SG,A ,2019,SG20191108544U,PI,  ,513720600,0
521510534,CN,A ,2019,CN201910577305,PI,  ,521510534,1
521513408,CN,A ,2019,CN201910572179,PI,  ,521513408,1
521729670,CN,A ,2019,CN201910604805,PI,  ,521729670,1
521735886,CN,A ,2019,CN201910730924,PI,  ,521735886,1
521821054,CN,A ,2019,CN201910358095,PI,  ,521606487,0
521821154,CN,A ,2019,CN201910367097,PI,  ,521604889,0
521946664,WO,W ,2018,WO2018CN95871,PI,CN,501109541,0
522023865,CN,A ,2019,CN201910373017,PI,  ,905321919,0
522025537,CN,A ,2019,CN201910639417,PI,  ,522025537,1
522027509,CN,A ,2019,CN201910601113,PI,  ,522027509,1
522027709,CN,A ,2019,CN201910608752,PI,  ,522027709,1
522033025,CN,A ,2019,CN201910717999,PI,  ,522033025,1
522034697,CN,A ,2019,CN201910734975,PI,  ,522034697,1
522145008,CN,A ,2019,CN201910602792,PI,  ,522145008,1
522156338,CN,A ,2019,CN201910733429,PI,  ,522156338,1
522156638,CN,A ,2019,CN201910741708,PI,  ,522156638,1
522234720,US,A ,2018,US201815979981,PI,  ,522234720,1
522299796,WO,W ,2019,WO2019US32354,PI,US,905328829,0
522357856,CN,A ,2019,CN201910922407,PI,  ,522357856,1
522367916,CN,A ,2019,CN201910621915,PI,  ,522367916,1
522438601,MX,A ,2018,MX20190004663,PI,  ,511344233,0
522450610,KR,A ,2019,KR20190096192,PI,  ,903992464,0
522514109,WO,W ,2019,WO2019US59219,PI,US,530133377,0
522652698,WO,W ,2019,WO2019KR06233,PI,KR,903983349,0
522654772,US,A ,2015,US201514727711,PI,  ,522654772,1
522754235,CN,A ,2019,CN201910809613,PI,  ,522754235,1
522952509,CN,A ,2019,CN201910818334,PI,  ,522952509,1
522952981,CN,A ,2019,CN201910825496,PI,  ,522952981,1
523016185,US,A ,2019,US201916430615,PI,  ,905336796,0
523033740,CA,A ,2018,CA20183045725,PI,  ,503643790,0
523090021,WO,W ,2019,WO2019KR06348,PI,KR,523769272,0
523145914,CN,A ,2019,CN201910817588,PI,  ,523145914,1
523257220,CN,A ,2019,CN201910629748,PI,  ,901562612,0
523334500,US,A ,2019,US201916436820,PI,  ,905313168,0
523338644,US,A ,2018,US201816001772,PI,  ,523338644,1
523338744,US,A ,2018,US201816002191,PI,  ,523338744,1
523679914,CN,A ,2018,CN201880014403,PI,  ,905280127,0
523690367,CN,A ,2019,CN201911085017,PI,  ,523690367,1
523781358,US,A ,2019,US201916443220,PI,  ,905319432,0
523787676,US,A ,2019,US201916552256,PI,  ,484892500,0
523804045,WO,W ,2019,WO2019US36418,PI,US,905321168,0
523881123,CN,A ,2019,CN201910869594,PI,  ,523881123,1
523886639,CN,A ,2019,CN201910901220,PI,  ,523886639,1
523887039,CN,A ,2019,CN201910901731,PI,  ,523887039,1
523955261,CN,A ,2018,CN201810621662,PI,  ,523955261,1
523967291,CN,A ,2019,CN201910914395,PI,  ,523967291,1
524041327,CN,A ,2018,CN201880003972,PI,  ,511344617,0
524096152,WO,W ,2019,WO2019IB60513,PI,IB,509348739,0
524162470,CN,A ,2019,CN201910905046,PI,  ,524162470,1
524262944,WO,W ,2019,WO2019CN90355,PI,CN,524039675,0
524264216,WO,W ,2018,WO2018CN125164,PI,CN,503883103,0
524297740,CN,A ,2018,CN201880032564,PI,  ,480865251,0
524328090,KR,A ,2019,KR20190086940,PI,  ,524328090,1
524334599,PH,A ,2019,PH20191501289,PI,  ,503642793,0
524408242,US,A ,2019,US201916457491,PI,  ,905317159,0
524412179,US,A ,2017,US201716079091,PI,  ,451579590,0
524572290,US,A ,2018,US201816151889,PI,  ,524572290,1
524583515,US,A ,2016,US201615361651,PI,  ,524583515,1
524590810,WO,W ,2018,WO2018KR14854,PI,KR,525017855,0
524700837,CN,A ,2019,CN201910938171,PI,  ,524700837,1
524828587,CN,A ,2019,CN201910602271,PI,  ,524763949,0
524921450,WO,W ,2018,WO2018SE50751,PI,SE,524921450,1
524950430,EP,A ,2019,EP20190834610,PI,  ,525516123,0
525054848,US,A ,2019,US201916503513,PI,  ,902227015,0
525260201,US,A ,2019,US201916508554,PI,  ,504343320,0
525280791,WO,W ,2019,WO2019US42885,PI,US,505400745,0
525314887,TW,A ,2018,TW20187141855,PI,  ,503202784,0
525477472,CN,A ,2019,CN201910938731,PI,  ,525477472,1
525479042,CN,A ,2019,CN201910972702,PI,  ,525479042,1
525516105,CN,A ,2019,CN201910838733,PI,  ,525516105,1
525541339,US,A ,2019,US201916529152,PI,  ,905333422,0
525550708,US,A ,2019,US201916448153,PI,  ,505449919,0
525555052,US,A ,2019,US201916601453,PI,  ,509545396,0
525589739,WO,W ,2020,WO2020IB50739,PI,IB,510935701,0
525670570,CN,A ,2019,CN201910913484,PI,  ,525670570,1
525803566,WO,W ,2019,WO2019TR50410,PI,TR,504643150,0
525808682,CN,A ,2018,CN201880039871,PI,  ,482255357,0
525817872,CN,A ,2019,CN201910966337,PI,  ,525817872,1
526052475,CN,A ,2019,CN201980002994,PI,  ,513720578,0
526120525,US,A ,2019,US201916519337,PI,  ,905151486,0
526120595,US,A ,2019,US201916655248,PI,  ,492520630,0
526191587,WO,W ,2019,WO2019US45461,PI,US,905349450,0
526195138,WO,W ,2019,WO2019CN99336,PI,CN,508395290,0
526312751,CN,A ,2019,CN201911025106,PI,  ,526312751,1
526660948,US,A ,2018,US201816104317,PI,  ,526660948,1
526671878,US,A ,2019,US201916539540,PI,  ,905350455,0
526962301,JP,A ,2018,JP20180138243,PI,  ,526962301,1
527009227,US,A ,2018,US201816110193,PI,  ,527009227,1
527046504,WO,W ,2019,WO2019KR10672,PI,KR,903987368,0
527069838,CN,A ,2019,CN201911098733,PI,  ,527069838,1
527273628,US,A ,2019,US201916562342,PI,  ,905333079,0
527280037,US,A ,2018,US201816116965,PI,  ,527280037,1
527291176,WO,W ,2019,WO2019CN77933,PI,CN,504699713,0
527294913,WO,W ,2019,WO2019CN95540,PI,CN,507834366,0
527298862,WO,W ,2018,WO2018CN124674,PI,CN,507833512,0
527347264,CN,A ,2018,CN201810978099,PI,  ,527347264,1
527347364,CN,A ,2018,CN201811634051,PI,  ,527347364,1
527615291,CN,A ,2018,CN201810997924,PI,  ,527615291,1
527615321,CN,A ,2018,CN201810997009,PI,  ,527615321,1
527615391,CN,A ,2018,CN201810997022,PI,  ,527615391,1
527631274,US,A ,2019,US201916534590,PI,  ,905326001,0
527736864,PH,A ,2019,PH20191501714,PI,  ,511344253,0
527830220,CN,A ,2019,CN201911150042,PI,  ,527830220,1
528096682,AU,A ,2018,AU20180309748,PI,  ,905243336,0
528136917,CN,A ,2018,CN201880045976,PI,  ,905227080,0
528147649,CN,A ,2019,CN201911149679,PI,  ,528147649,1
528267518,CN,A ,2019,CN201911046665,PI,  ,528267518,1
528277280,CN,A ,2020,CN202010098336,PI,  ,528277280,1
528342456,US,A ,2018,US201816137630,PI,  ,528342456,1
528348065,US,A ,2019,US201916276274,PI,  ,510314840,0
528365220,WO,W ,2019,WO2019CA50612,PI,CA,905330265,0
528369164,WO,W ,2018,WO2018CN106297,PI,CN,528369164,1
528407604,RU,A ,2018,RU20180132715,PI,  ,528407604,1
528490921,CN,A ,2019,CN201911099003,PI,  ,528490921,1
528496037,CN,A ,2019,CN201911263767,PI,  ,528496037,1
528634056,WO,W ,2018,WO2018CN123985,PI,CN,508400032,0
528667573,KR,A ,2019,KR20190123945,PI,  ,528667573,1
528716450,CN,A ,2019,CN201911083990,PI,  ,528716450,1
528903092,CN,A ,2018,CN201811143993,PI,  ,528903092,1
529120547,CN,A ,2019,CN201911142354,PI,  ,529120547,1
529120949,CN,A ,2019,CN201911149860,PI,  ,529120949,1
529130207,CN,A ,2019,CN201911232260,PI,  ,529130207,1
529279058,CN,A ,2020,CN202010157174,PI,  ,529279058,1
529382767,US,A ,2018,US201816158441,PI,  ,529382767,1
529503531,CN,A ,2018,CN201811176776,PI,  ,529503531,1
529520109,CN,A ,2019,CN201980003782,PI,  ,516857664,0
529529176,CN,A ,2019,CN201911141988,PI,  ,529529176,1
529712137,CN,A ,2019,CN201911247609,PI,  ,529712137,1
529852619,US,A ,2019,US201916719762,PI,  ,487256551,0
529853591,US,A ,2019,US201916245268,PI,  ,905346479,0
530088131,CN,A ,2019,CN201911166990,PI,  ,530088131,1
530095828,CN,A ,2019,CN201911306054,PI,  ,530095828,1
530114746,CN,A ,2020,CN202010205294,PI,  ,530114746,1
530124801,US,A ,2018,US201816171698,PI,  ,530124801,1
530410892,TW,A ,2019,TW20198101992,PI,  ,505511662,0
530580656,KR,A ,2019,KR20190158946,PI,  ,530580656,1
530630228,US,A ,2020,US202016735387,PI,  ,513720582,0
530803736,CN,A ,2020,CN202010227212,PI,  ,530803736,1
530813796,CN,A ,2019,CN201911192811,PI,  ,530813796,1
530820505,CN,A ,2019,CN201911315636,PI,  ,530820505,1
530877263,CN,A ,2019,CN201911398163,PI,  ,530877263,1
531006517,CN,A ,2019,CN201911402184,PI,  ,531006517,1
531369988,KR,A ,2018,KR20180130718,PI,  ,531369988,1
531551175,US,A ,2019,US201916685928,PI,  ,905370226,0
531554026,US,A ,2018,US201816192878,PI,  ,531554026,1
531584106,WO,W ,2019,WO2019US49219,PI,US,531554026,0
531718869,CN,A ,2019,CN201911318861,PI,  ,531718869,1
531777806,US,A ,2019,US201916697336,PI,  ,905362750,0
531778406,US,A ,2018,US201816200498,PI,  ,531778406,1
531805414,WO,W ,2019,WO2019US62673,PI,US,905364771,0
531870992,CN,A ,2020,CN202010006413,PI,  ,531870992,1
531876006,CN,A ,2019,CN201980004722,PI,  ,523091279,0
531876008,CN,A ,2019,CN201980004741,PI,  ,519730914,0
532131440,US,A ,2020,US202016785451,PI,  ,520699474,0
532136054,US,A ,2019,US201916699843,PI,  ,532809668,0
532141893,US,A ,2018,US201816638266,PI,  ,905276427,0
532156474,WO,W ,2019,WO2019US63747,PI,US,905376125,0
532161683,WO,W ,2019,WO2019CN107671,PI,CN,516331095,0
532165157,WO,W ,2019,WO2019CN77615,PI,CN,511718230,0
532351376,KR,A ,2018,KR20180139033,PI,  ,532351376,1
532583037,US,A ,2018,US201816211029,PI,  ,532583037,1
532994499,US,A ,2020,US202016803289,PI,  ,519465773,0
533166544,US,A ,2018,US201816231664,PI,  ,533166544,1
533168909,US,A ,2020,US202016803807,PI,  ,516339491,0
533173060,US,A ,2018,US201816228198,PI,  ,533173060,1
533178576,US,A ,2018,US201816226336,PI,  ,533178576,1
533185562,WO,W ,2019,WO2019CA50789,PI,CA,905367716,0
533190401,WO,W ,2019,WO2019CN114608,PI,CN,516548793,0
533317851,AU,A ,2018,AU20180348333,PI,  ,511344554,0
533330985,US,A ,2019,US201916698813,PI,  ,516549081,0
533349112,WO,W ,2019,WO2019ES00076,PI,ES,902250149,0
533353856,WO,W ,2018,WO2018SG50634,PI,SG,533353856,1
534172459,US,A ,2018,US201816637554,PI,  ,485866497,0
534173368,US,A ,2020,US202016822928,PI,  ,530155070,0
534178975,WO,W ,2019,WO2019US68429,PI,US,533325718,0
534179554,WO,W ,2019,WO2019CN122521,PI,CN,512239886,0
534566982,US,A ,2019,US201916248661,PI,  ,534566982,1
534900796,US,A ,2017,US201715681227,PI,  ,905147859,0
534903931,US,A ,2019,US201916253423,PI,  ,534903931,1
534920107,WO,W ,2019,WO2019CN116473,PI,CN,515131792,0
535363623,US,A ,2019,US201916261009,PI,  ,535363623,1
535388668,WO,W ,2019,WO2019CN116643,PI,CN,515218822,0
535423055,AU,A ,2020,AU20200204535,PI,  ,511344336,0
535423355,AU,A ,2020,AU20200101124,PI,  ,535423355,1
535542956,US,A ,2019,US201916713966,PI,  ,523091258,0
536212222,AU,A ,2019,AU20190211120,PI,  ,904062887,0
536237458,WO,W ,2020,WO2020IN50134,PI,IN,902889849,0
536568593,US,A ,2019,US201916277514,PI,  ,536568593,1
536584939,US,A ,2019,US201916278315,PI,  ,536584939,1
537021067,TW,A ,2019,TW20198132761,PI,  ,516547859,0
537213502,US,A ,2020,US202016804479,PI,  ,905401133,0
537219611,US,A ,2020,US202016804782,PI,  ,905400099,0
537323227,KR,A ,2019,KR20190012054,PI,  ,537323227,1
537575694,US,A ,2019,US201916294814,PI,  ,537575694,1
537584182,WO,W ,2020,WO2020CN76086,PI,CN,516197668,0
440146999,GB,A ,2015,GB20150004946,PI,  ,440146999,1
450226121,US,A ,2015,US201514846169,PI,  ,904993098,0
457253322,US,A ,2015,US201514971115,PI,  ,456604283,0
468308018,KR,A ,2015,KR20150011547,PI,  ,468308018,1
468793950,WO,W ,2016,WO2016FI50572,PI,FI,468793950,1
470403383,EP,A ,2016,EP20160777111,PI,  ,905090797,0
473394090,CN,A ,2016,CN201610621224,PI,  ,473394090,1
473846823,US,A ,2016,US201615198136,PI,  ,905045784,0
474993002,EP,A ,2016,EP20160833524,PI,  ,905058599,0
475650797,EP,A ,2017,EP20170706218,PI,  ,475270191,0
476336813,EP,A ,2017,EP20170305049,PI,  ,476336813,1
477276092,US,A ,2016,US201615284103,PI,  ,905110035,0
478059308,WO,W ,2017,WO2017IB52465,PI,IB,457838356,0
478614585,WO,W ,2017,WO2017IB52801,PI,IB,458131143,0
479798740,EP,A ,2017,EP20170175206,PI,  ,479798740,1
480390087,US,A ,2015,US201514971027,PI,  ,480390087,1
482609401,US,A ,2017,US201715430364,PI,  ,905096847,0
482624709,WO,W ,2017,WO2017US17540,PI,US,905096847,0
483058565,CN,A ,2017,CN201710376246,PI,  ,901539241,0
483697224,US,A ,2016,US201615389489,PI,  ,900153215,0
483814948,CN,A ,2017,CN201710320678,PI,  ,483814948,1
484453228,WO,W ,2017,WO2017EP75135,PI,EP,492135118,0
484486145,US,A ,2017,US201715475846,PI,  ,905120879,0
484715305,AU,A ,2017,AU20170201867,PI,  ,484189216,0
485013232,JP,A ,2017,JP20170076017,PI,  ,905110035,0
487352508,WO,W ,2017,WO2017US17840,PI,US,905137021,0
487496061,WO,W ,2017,WO2017GB53604,PI,GB,487071478,0
488184179,WO,W ,2017,WO2017US27564,PI,US,488265882,0
488268152,US,A ,2017,US201715640276,PI,  ,905145152,0
488695749,WO,W ,2017,WO2017IB58268,PI,IB,488695749,1
488739976,US,A ,2016,US201615211111,PI,  ,488739976,1
489519273,WO,W ,2017,WO2017CN91222,PI,CN,489752251,0
489622230,EP,A ,2018,EP20180701927,PI,  ,477377177,0
489761869,CN,A ,2017,CN201710880555,PI,  ,489761869,1
489764711,CN,A ,2017,CN201710905474,PI,  ,489764711,1
489929138,US,A ,2016,US201615233719,PI,  ,489929138,1
490213909,WO,W ,2018,WO2018IB50713,PI,IB,490213909,1
490337079,EP,A ,2017,EP20170840540,PI,  ,476575515,0
490734601,EP,A ,2018,EP20180705977,PI,  ,477376361,0
491682197,CN,A ,2017,CN201711041305,PI,  ,491682197,1
491760188,US,A ,2017,US201715594786,PI,  ,905134876,0
492078553,WO,W ,2017,WO2017CN101032,PI,CN,474110356,0
492134812,DE,A ,2016,DE201610118612,PI,  ,492134812,1
492236985,CN,A ,2017,CN201711226695,PI,  ,492236985,1
492643174,WO,W ,2017,WO2017US54643,PI,US,905165397,0
492972601,WO,W ,2017,WO2017US46364,PI,US,482610778,0
493036879,CN,A ,2017,CN201711035629,PI,  ,493036879,1
493211364,CN,A ,2017,CN201710536080,PI,  ,496413401,0
493264512,WO,W ,2017,WO2017US56546,PI,US,905160038,0
493548386,US,A ,2017,US201715458807,PI,  ,905172456,0
493704175,EP,A ,2018,EP20180718227,PI,  ,479045880,0
493961454,CN,A ,2017,CN201711068217,PI,  ,493961454,1
493987683,EP,A ,2018,EP20180719953,PI,  ,902213340,0
494144779,KR,A ,2016,KR20160132681,PI,  ,494144779,1
494228611,CN,A ,2017,CN201711297767,PI,  ,494228611,1
494549998,CN,A ,2017,CN201711068515,PI,  ,494549998,1
494964368,KR,A ,2017,KR20170054696,PI,  ,494964368,1
495152148,GB,A ,2017,GB20180006524,PI,  ,451579590,0
