appln_id,appln_auth,appln_kind,appln_filing_year,appln_nr_epodoc,ipr_type,receiving_office,earliest_filing_id,priority
441442106,WO,W ,2013,WO2013CA50967,PI,CA,441442106,1
447530608,US,A ,2014,US201414306158,PI,  ,447530608,1
456384804,WO,W ,2016,WO2016FI50324,PI,FI,456384804,1
456436029,EP,A ,2016,EP20160723615,PI,  ,471824297,0
470572619,US,A ,2016,US201615092551,PI,  ,905011839,0
472977662,WO,W ,2016,WO2016EP82494,PI,EP,905080881,0
473244875,WO,W ,2016,WO2016US35274,PI,US,473380895,0
473313213,EP,A ,2016,EP20160815771,PI,  ,472400150,0
474336518,EP,A ,2016,EP20160826795,PI,  ,480391732,0
475216662,US,A ,2015,US201514935829,PI,  ,905043871,0
475470240,WO,W ,2017,WO2017IB50821,PI,IB,451579582,0
475508280,EP,A ,2017,EP20170158108,PI,  ,475508280,1
476566797,US,A ,2015,US201514858389,PI,  ,476566797,1
477689523,EP,A ,2016,EP20160855952,PI,  ,905086547,0
478016219,EP,A ,2017,EP20170718614,PI,  ,902744621,0
478337231,WO,W ,2016,WO2016US60673,PI,US,905060559,0
478399149,US,A ,2016,US201615345424,PI,  ,905077512,0
478699223,EP,A ,2016,EP20160864199,PI,  ,479195856,0
479045490,GB,A ,2017,GB20170005579,PI,  ,905110035,0
479527828,CN,A ,2016,CN201611255589,PI,  ,479527828,1
480602090,EP,A ,2016,EP20160879528,PI,  ,905067096,0
481982420,WO,W ,2017,WO2017IB54428,PI,IB,469739141,0
482306039,CN,A ,2017,CN201710213720,PI,  ,482306039,1
482355244,US,A ,2016,US201615019926,PI,  ,482355244,1
483645129,EP,A ,2017,EP20170761228,PI,  ,492135968,0
483937129,US,A ,2016,US201615366860,PI,  ,905075493,0
484424729,CN,A ,2017,CN201710268612,PI,  ,484424729,1
484488088,US,A ,2017,US201715476791,PI,  ,905136987,0
484955836,US,A ,2016,US201615243902,PI,  ,905127156,0
485335862,WO,W ,2016,WO2016US28788,PI,US,485335862,1
486795880,US,A ,2016,US201615166156,PI,  ,486795880,1
486938718,WO,W ,2017,WO2017EP81464,PI,EP,495018379,0
487302817,WO,W ,2017,WO2017EP82451,PI,EP,487302817,1
487321251,US,A ,2017,US201715670903,PI,  ,414785102,0
488427398,EP,A ,2017,EP20170821863,PI,  ,473748833,0
489018886,EP,A ,2018,EP20180700453,PI,  ,905190303,0
489482626,CN,A ,2017,CN201710644879,PI,  ,489482626,1
490120991,CN,A ,2017,CN201710671799,PI,  ,490120991,1
490472888,CN,A ,2017,CN201710800091,PI,  ,490472888,1
490745568,WO,W ,2017,WO2017US48156,PI,US,905160862,0
490886173,CN,A ,2017,CN201710889655,PI,  ,490886173,1
490949728,US,A ,2017,US201715675697,PI,  ,905150360,0
491765899,WO,W ,2017,WO2017CN101304,PI,CN,901527665,0
492381520,US,A ,2016,US201615280857,PI,  ,492381520,1
492980092,WO,W ,2018,WO2018EP58149,PI,EP,492980092,1
493226150,WO,W ,2018,WO2018EP58928,PI,EP,503418975,0
493264139,WO,W ,2017,WO2017KR11203,PI,KR,494963245,0
493392674,CN,A ,2017,CN201711142750,PI,  ,493392674,1
493425515,CN,A ,2017,CN201711226383,PI,  ,493425515,1
493584833,EP,A ,2018,EP20180717843,PI,  ,902213293,0
493987723,EP,A ,2018,EP20180719993,PI,  ,902874803,0
494051678,EP,A ,2017,EP20170867259,PI,  ,905164743,0
494268105,US,A ,2016,US201615349693,PI,  ,494268105,1
494271500,US,A ,2017,US201715814762,PI,  ,905170787,0
495151830,GB,A ,2017,GB20180006701,PI,  ,451579602,0
495191670,US,A ,2016,US201615370642,PI,  ,495191670,1
495754713,US,A ,2016,US201615374105,PI,  ,495754713,1
495767514,EP,A ,2018,EP20180728428,PI,  ,902212883,0
496011535,WO,W ,2018,WO2018IB53978,PI,IB,481725883,0
496049436,WO,W ,2016,WO2016SE51260,PI,SE,496049436,1
496115637,DE,A ,2016,DE201610123019,PI,  ,496115637,1
496359623,WO,W ,2018,WO2018EP66146,PI,EP,504996754,0
496443115,CN,A ,2017,CN201711322285,PI,  ,496443115,1
496521999,FR,A ,2017,FR20170071454,PI,  ,496521999,1
496689791,WO,W ,2018,WO2018IB54505,PI,IB,482255065,0
496704700,EP,A ,2018,EP20180182012,PI,  ,905236773,0
496948032,EP,A ,2018,EP20180182849,PI,  ,905276517,0
496979638,WO,W ,2017,WO2017SG50007,PI,SG,496979638,1
497069836,WO,W ,2018,WO2018IB54667,PI,IB,482755065,0
497157790,US,A ,2018,US201815923317,PI,  ,905301969,0
497239900,EP,A ,2018,EP20180738809,PI,  ,905280127,0
497248341,CN,A ,2018,CN201810256936,PI,  ,497248341,1
497509554,US,A ,2018,US201815935455,PI,  ,480391732,0
497895231,EP,A ,2018,EP20180743988,PI,  ,482489068,0
497898154,EP,A ,2018,EP20180743865,PI,  ,482477883,0
498025655,CN,A ,2018,CN201810139759,PI,  ,498025655,1
498090096,US,A ,2016,US201615749289,PI,  ,902197738,0
498387380,EP,A ,2018,EP20180749645,PI,  ,905235714,0
498412379,CA,A ,2017,CA20173013185,PI,  ,451579606,0
498574692,EP,A ,2018,EP20180752380,PI,  ,905246365,0
498678643,WO,W ,2018,WO2018KR00912,PI,KR,489039663,0
498808046,AU,A ,2017,AU20170223158,PI,  ,451579590,0
498998388,EP,A ,2018,EP20180191385,PI,  ,902221480,0
499026931,WO,W ,2018,WO2018IB55892,PI,IB,484185320,0
499335762,US,A ,2017,US201715448822,PI,  ,499335762,1
499337197,US,A ,2018,US201815971903,PI,  ,905124209,0
499403713,WO,W ,2018,WO2018US46522,PI,US,905248550,0
499649154,CN,A ,2018,CN201810251491,PI,  ,499649154,1
499674372,EP,A ,2018,EP20180762057,PI,  ,509216626,0
499737394,WO,W ,2017,WO2017US21870,PI,US,499737394,1
500079497,WO,W ,2018,WO2018CA50318,PI,CA,905214635,0
500341468,CN,A ,2018,CN201810433808,PI,  ,500341468,1
500393275,CA,A ,2017,CA20173017579,PI,  ,905124534,0
500412995,US,A ,2018,US201815919599,PI,  ,905217328,0
500523082,CN,A ,2018,CN201810394699,PI,  ,500523082,1
500549018,CN,A ,2018,CN201810411525,PI,  ,500549018,1
500585786,CN,A ,2018,CN201810444643,PI,  ,500585786,1
500727591,CN,A ,2018,CN201810310550,PI,  ,500727591,1
500781472,US,A ,2018,US201816000028,PI,  ,905199572,0
500847923,WO,W ,2018,WO2018EP25249,PI,EP,486013952,0
500857148,EP,A ,2018,EP20180774448,PI,  ,484637800,0
501321705,US,A ,2018,US201815944935,PI,  ,905213210,0
501542406,CN,A ,2018,CN201810449274,PI,  ,501542406,1
501580932,EP,A ,2018,EP20180200456,PI,  ,905271484,0
501634811,CN,A ,2018,CN201810351841,PI,  ,501634811,1
501671997,US,A ,2018,US201816010408,PI,  ,501633043,0
501687424,WO,W ,2017,WO2017US27010,PI,US,501687424,1
501692954,WO,W ,2018,WO2018US53201,PI,US,905264129,0
501886550,CN,A ,2017,CN201780008869,PI,  ,905135550,0
501900203,CN,A ,2018,CN201810289278,PI,  ,903973469,0
501927815,US,A ,2017,US201715496403,PI,  ,501927815,1
502013851,CN,A ,2018,CN201810278619,PI,  ,502013851,1
502015388,CN,A ,2018,CN201810393545,PI,  ,502015388,1
502016374,CN,A ,2018,CN201810467165,PI,  ,502016374,1
502027973,CN,A ,2018,CN201880000476,PI,  ,523086291,0
502213481,US,A ,2017,US201715499558,PI,  ,502213481,1
502278443,CN,A ,2018,CN201810495417,PI,  ,502278443,1
502428570,CN,A ,2018,CN201810629752,PI,  ,502428570,1
502499379,CN,A ,2018,CN201810536675,PI,  ,502499379,1
502502941,CN,A ,2018,CN201810510644,PI,  ,502502941,1
502507136,CN,A ,2018,CN201810462696,PI,  ,502507136,1
502509390,CN,A ,2018,CN201810411499,PI,  ,502509390,1
502516410,CN,A ,2018,CN201810397980,PI,  ,502516410,1
502531854,US,A ,2018,US201816031956,PI,  ,489141140,0
502547797,WO,W ,2017,WO2017IB57814,PI,IB,502528335,0
502573766,AU,A ,2016,AU20160414611,PI,  ,488788368,0
502579200,WO,W ,2018,WO2018US57001,PI,US,905238532,0
502799204,CN,A ,2018,CN201810593802,PI,  ,502799204,1
502892523,WO,W ,2018,WO2018KR05385,PI,KR,494166221,0
502992667,CN,A ,2018,CN201810662953,PI,  ,502992667,1
503009647,CN,A ,2018,CN201810557677,PI,  ,503009647,1
503013438,CN,A ,2018,CN201810504118,PI,  ,503013438,1
503153640,CN,A ,2018,CN201811092854,PI,  ,503153640,1
503182920,CN,A ,2018,CN201810647850,PI,  ,503182920,1
503380646,US,A ,2018,US201815997726,PI,  ,503381994,0
503387497,WO,W ,2017,WO2017US32762,PI,US,503387497,1
503459344,CN,A ,2018,CN201810691063,PI,  ,503459344,1
503620320,EP,A ,2018,EP20180208694,PI,  ,516836219,0
503786426,WO,W ,2017,WO2017CN86193,PI,CN,503786426,1
503886898,CN,A ,2018,CN201810661718,PI,  ,503886898,1
504000577,WO,W ,2018,WO2018US35844,PI,US,905221001,0
504075099,US,A ,2018,US201815996057,PI,  ,905225499,0
504077389,US,A ,2017,US201715832566,PI,  ,488677078,0
504173585,CN,A ,2018,CN201810643035,PI,  ,504173585,1
504182077,CN,A ,2017,CN201711299391,PI,  ,504182077,1
504739337,CN,A ,2018,CN201810770457,PI,  ,504739337,1
504748594,CN,A ,2018,CN201810856445,PI,  ,504748594,1
504810966,US,A ,2018,US201816009856,PI,  ,905200715,0
505325860,CN,A ,2018,CN201810915876,PI,  ,505325860,1
505477343,CN,A ,2018,CN201810789172,PI,  ,505477343,1
505505802,CN,A ,2018,CN201811027377,PI,  ,505505802,1
505814046,CN,A ,2018,CN201810936047,PI,  ,505814046,1
505938621,BR,A ,2017,BR20181116797,PI,  ,451579582,0
506460771,US,A ,2017,US201715658131,PI,  ,506460771,1
506544850,GB,A ,2018,GB20180019821,PI,  ,506544850,1
506654185,WO,W ,2018,WO2018US43577,PI,US,905235253,0
506729439,CN,A ,2018,CN201811149548,PI,  ,506729439,1
506764821,CN,A ,2018,CN201810713364,PI,  ,905236773,0
506976669,CN,A ,2018,CN201811188202,PI,  ,506976669,1
507279548,WO,W ,2019,WO2019EP53093,PI,EP,490834997,0
507714390,CN,A ,2018,CN201811073636,PI,  ,507714390,1
507714522,CN,A ,2018,CN201811084515,PI,  ,507714522,1
507716276,CN,A ,2018,CN201811093105,PI,  ,507716276,1
507955481,EP,A ,2019,EP20190158421,PI,  ,905289608,0
508388788,CN,A ,2017,CN201780031864,PI,  ,902208933,0
508389120,CN,A ,2017,CN201780031862,PI,  ,902208933,0
508709935,DE,A ,2018,DE201810115492,PI,  ,509527805,0
508764884,CN,A ,2018,CN201811577888,PI,  ,508764884,1
508806114,CN,A ,2018,CN201811471941,PI,  ,508806114,1
509154233,WO,W ,2017,WO2017US50519,PI,US,509154233,1
509177097,EP,A ,2019,EP20190162505,PI,  ,905301345,0
509297075,CN,A ,2018,CN201811251740,PI,  ,509297075,1
509298565,CN,A ,2018,CN201811306097,PI,  ,509298565,1
509616534,WO,W ,2019,WO2019US20349,PI,US,905291517,0
509670113,CN,A ,2018,CN201810832887,PI,  ,509670113,1
509670517,CN,A ,2018,CN201811013057,PI,  ,509670517,1
509889818,TW,A ,2018,TW20187113746,PI,  ,504574852,0
509918312,US,A ,2018,US201816141757,PI,  ,905255424,0
510079637,CN,A ,2018,CN201811404616,PI,  ,510079637,1
510184844,CN,A ,2017,CN201780033466,PI,  ,905136987,0
510582799,CN,A ,2018,CN201811449441,PI,  ,510582799,1
510588815,CN,A ,2018,CN201811465309,PI,  ,510588815,1
510851986,CZ,A ,2015,CZ20150000514,PI,  ,510851986,1
511024462,CN,A ,2019,CN201910101693,PI,  ,511024462,1
511178831,WO,W ,2019,WO2019EP58525,PI,EP,520958895,0
511227117,CN,A ,2018,CN201811403433,PI,  ,511227117,1
511344219,WO,W ,2018,WO2018CN120873,PI,CN,511344219,1
511352525,EP,A ,2018,EP20180865357,PI,  ,511344277,0
511373517,EP,A ,2019,EP20190717100,PI,  ,511344255,0
511596997,US,A ,2018,US201816167329,PI,  ,511913879,0
511619657,WO,W ,2018,WO2018CA51303,PI,CA,905278740,0
511972340,US,A ,2017,US201715798453,PI,  ,511972340,1
512371049,US,A ,2019,US201916239359,PI,  ,496635823,0
512443082,AU,A ,2019,AU20190100343,PI,  ,900164789,0
512773739,US,A ,2019,US201916243835,PI,  ,486860190,0
513236421,EP,A ,2019,EP20190175353,PI,  ,517823961,0
513242288,WO,W ,2019,WO2019EP62258,PI,EP,522239359,0
513720531,WO,W ,2019,WO2019CN76473,PI,CN,513720531,1
513720582,WO,W ,2019,WO2019CN78487,PI,CN,513720582,1
513732500,US,A ,2017,US201715822531,PI,  ,513732500,1
513734104,US,A ,2017,US201715821995,PI,  ,513734104,1
513737630,US,A ,2017,US201715768833,PI,  ,501941511,0
514745940,US,A ,2017,US201715846539,PI,  ,514745940,1
514779750,WO,W ,2019,WO2019US35198,PI,US,905351115,0
515019759,CN,A ,2018,CN201810002131,PI,  ,513716809,0
515129242,CN,A ,2018,CN201880004007,PI,  ,511344591,0
515256157,JP,A ,2017,JP20170232525,PI,  ,499680758,0
515427293,TW,A ,2018,TW20187115531,PI,  ,487256551,0
515429833,WO,W ,2019,WO2019CN82558,PI,CN,515429833,1
515441265,DE,A ,2018,DE20181000147,PI,  ,515441265,1
515461185,EP,A ,2019,EP20190732228,PI,  ,515437215,0
515489579,EP,A ,2019,EP20190183154,PI,  ,524552897,0
515696948,US,A ,2017,US201716314640,PI,  ,503786426,0
515831034,CN,A ,2019,CN201910290828,PI,  ,515831034,1
515895173,FR,A ,2019,FR1901885,PI,  ,515895173,1
516336350,CN,A ,2019,CN201910264132,PI,  ,516336350,1
516428538,US,A ,2019,US201916240650,PI,  ,905290496,0
516511379,BR,A ,2017,BR20181171743,PI,  ,457838348,0
516548165,CN,A ,2018,CN201811482684,PI,  ,516548165,1
516553363,CN,A ,2019,CN201910260161,PI,  ,516553363,1
516857664,WO,W ,2019,WO2019CN86879,PI,CN,516857664,1
516858850,WO,W ,2019,WO2019CN87629,PI,CN,516858850,1
517092321,CN,A ,2017,CN201780077140,PI,  ,495756268,0
517165354,US,A ,2019,US201916256211,PI,  ,905286074,0
517169333,US,A ,2019,US201916380468,PI,  ,494138782,0
517183756,WO,W ,2018,WO2018CN102398,PI,CN,497617512,0
517230016,WO,W ,2019,WO2019EP70942,PI,EP,498068861,0
517280437,CN,A ,2019,CN201910380202,PI,  ,517280437,1
517583269,CN,A ,2019,CN201910255492,PI,  ,517583269,1
518127076,WO,W ,2019,WO2019US17958,PI,US,499271404,0
518370808,US,A ,2018,US201816102643,PI,  ,905296068,0
518388791,WO,W ,2019,WO2019US19025,PI,US,518117918,0
518488396,WO,W ,2019,WO2019US46298,PI,US,526660904,0
518589475,SG,A ,2018,SG20191106487T,PI,  ,489414770,0
518698439,WO,W ,2019,WO2019GB52267,PI,GB,500743240,0
518796325,JP,A ,2019,JP20190008281,PI,  ,516851442,0
518915036,CN,A ,2019,CN201910546965,PI,  ,518915036,1
518942325,WO,W ,2019,WO2019US20467,PI,US,905299709,0
519015775,CN,A ,2019,CN201910509059,PI,  ,519015775,1
519102097,US,A ,2019,US201916422618,PI,  ,486843174,0
519105355,US,A ,2019,US201916288674,PI,  ,905378824,0
519117991,WO,W ,2019,WO2019US21020,PI,US,905295875,0
519120749,WO,W ,2019,WO2019CN93591,PI,CN,519120749,1
519160375,EP,A ,2019,EP20190764824,PI,  ,519120728,0
519207117,CN,A ,2019,CN201910547066,PI,  ,519207117,1
519276356,WO,W ,2019,WO2019IB57632,PI,IB,502596312,0
519298569,CN,A ,2018,CN201880008016,PI,  ,511344588,0
519401368,US,A ,2018,US201815924469,PI,  ,519401368,1
519424832,US,A ,2017,US201715498374,PI,  ,519424832,1
519447478,AU,A ,2018,AU20180246109,PI,  ,484822652,0
519477090,CN,A ,2019,CN201910546969,PI,  ,519477090,1
519645768,CN,A ,2019,CN201910558369,PI,  ,519645768,1
519785887,EP,A ,2019,EP20190772245,PI,  ,515430473,0
520029538,US,A ,2018,US201815937505,PI,  ,520029538,1
520034985,US,A ,2018,US201815937375,PI,  ,520034985,1
520035154,US,A ,2018,US201815938184,PI,  ,520035154,1
520055291,WO,W ,2019,WO2019US24070,PI,US,499642119,0
520055491,WO,W ,2019,WO2019US24589,PI,US,905304004,0
520056695,WO,W ,2019,WO2019US24260,PI,US,905313274,0
520062393,WO,W ,2019,WO2019CN79784,PI,CN,520187748,0
520194472,CN,A ,2019,CN201910467164,PI,  ,520194472,1
520274041,US,A ,2017,US201715741007,PI,  ,514911518,0
520283098,US,A ,2019,US201916378456,PI,  ,905302234,0
520283987,US,A ,2019,US201916391858,PI,  ,904977268,0
520289786,WO,W ,2019,WO2019JP14912,PI,JP,903644766,0
520291540,WO,W ,2018,WO2018US26136,PI,US,520291540,1
520402962,CN,A ,2018,CN201810277077,PI,  ,520402962,1
520432928,CN,A ,2019,CN201910590200,PI,  ,520432928,1
520516892,CN,A ,2019,CN201910317779,PI,  ,520516892,1
520604013,WO,W ,2019,WO2019KR04274,PI,KR,521916144,0
520605281,WO,W ,2018,WO2018CN115240,PI,CN,500728249,0
520706594,CN,A ,2018,CN201910689244,PI,  ,501521533,0
520956096,US,A ,2019,US201916387194,PI,  ,905299646,0
520958785,US,A ,2019,US201916456766,PI,  ,504405626,0
520958903,US,A ,2018,US201816035658,PI,  ,520958889,0
520965319,WO,W ,2019,WO2019US27857,PI,US,905311210,0
520965387,WO,W ,2019,WO2019US27686,PI,US,905315176,0
520989034,AU,A ,2019,AU20190240638,PI,  ,471824191,0
521087388,CN,A ,2019,CN201910292382,PI,  ,520590237,0
521264254,US,A ,2019,US201916451458,PI,  ,905300970,0
521281520,WO,W ,2018,WO2018CN102130,PI,CN,503658143,0
521351780,TW,A ,2018,TW20187141401,PI,  ,496885874,0
521484808,CN,A ,2018,CN201810395562,PI,  ,521484808,1
521512688,CN,A ,2019,CN201910541454,PI,  ,521512688,1
521513874,CN,A ,2019,CN201910596773,PI,  ,521513874,1
521517414,CN,A ,2019,CN201910648949,PI,  ,521517414,1
521604889,US,A ,2018,US201815971505,PI,  ,521604889,1
521611742,US,A ,2019,US201916513097,PI,  ,905142041,0
521722864,CN,A ,2017,CN201780088974,PI,  ,474334510,0
521731066,CN,A ,2019,CN201910649599,PI,  ,521731066,1
521738840,CN,A ,2019,CN201910727175,PI,  ,521738840,1
521820264,CN,A ,2017,CN201780088592,PI,  ,500069766,0
521828701,CN,A ,2019,CN201910671322,PI,  ,521828701,1
521846200,CN,A ,2019,CN201910858060,PI,  ,521846200,1
521933708,US,A ,2019,US201916409333,PI,  ,500585786,0
521941477,US,A ,2017,US201715417072,PI,  ,905180450,0
521997012,EP,A ,2019,EP20190800241,PI,  ,501541525,0
522021097,CN,A ,2019,CN201910017543,PI,  ,521930304,0
522028317,CN,A ,2019,CN201910620208,PI,  ,522028317,1
522153090,CN,A ,2019,CN201910732709,PI,  ,522153090,1
522227580,US,A ,2019,US201916418299,PI,  ,903982440,0
522227647,US,A ,2017,US201716472174,PI,  ,476575515,0
522234714,US,A ,2019,US201916415113,PI,  ,908180968,0
522355778,CN,A ,2017,CN201780085617,PI,  ,905196321,0
522356732,CN,A ,2018,CN201810443586,PI,  ,522356732,1
522357250,CN,A ,2017,CN201780085616,PI,  ,905194816,0
522370436,CN,A ,2019,CN201910674979,PI,  ,522370436,1
522377805,CN,A ,2019,CN201910760147,PI,  ,522377805,1
522433293,KR,A ,2018,KR20180048475,PI,  ,522433293,1
522450588,KR,A ,2019,KR20190096187,PI,  ,903992464,0
522489228,GB,A ,2018,GB20180016291,PI,  ,522489228,1
522530258,CN,A ,2019,CN201910703983,PI,  ,522530258,1
522746867,CN,A ,2019,CN201910742762,PI,  ,522746867,1
522751011,CN,A ,2019,CN201910802560,PI,  ,522751011,1
522939646,CN,A ,2019,CN201910402331,PI,  ,522630001,0
522952917,CN,A ,2019,CN201910825090,PI,  ,522952917,1
523019684,US,A ,2018,US201816231770,PI,  ,439833855,0
523145496,CN,A ,2019,CN201910805647,PI,  ,523145496,1
523251601,WO,W ,2019,WO2019US43438,PI,US,506766605,0
523265623,CN,A ,2019,CN201910844499,PI,  ,523265623,1
523335948,US,A ,2018,US201816002150,PI,  ,523335948,1
523338959,US,A ,2019,US201916437336,PI,  ,905357798,0
523347447,US,A ,2018,US201816203514,PI,  ,523347447,1
523485024,WO,W ,2018,WO2018CN90221,PI,CN,523485024,1
523485678,WO,W ,2019,WO2019US36430,PI,US,905335777,0
523530901,CN,A ,2019,CN201910800201,PI,  ,523530901,1
523536499,CN,A ,2019,CN201910858845,PI,  ,523536499,1
523679424,CN,A ,2019,CN201910675030,PI,  ,523679424,1
523679892,CN,A ,2018,CN201880024066,PI,  ,905199576,0
523779831,US,A ,2018,US201816007747,PI,  ,523779831,1
523800891,WO,W ,2019,WO2019CN75785,PI,CN,504167454,0
523802095,WO,W ,2019,WO2019JP23321,PI,JP,524032519,0
523848151,EP,A ,2019,EP20190818662,PI,  ,524023931,0
523861809,CN,A ,2019,CN201910988903,PI,  ,523861809,1
523882647,CN,A ,2019,CN201910878085,PI,  ,523882647,1
523885991,CN,A ,2019,CN201910894713,PI,  ,523885991,1
523954997,CN,A ,2018,CN201810620523,PI,  ,523954997,1
523963153,CN,A ,2019,CN201910827250,PI,  ,523963153,1
524049839,CN,A ,2019,CN201910906741,PI,  ,524049839,1
524053265,CN,A ,2019,CN201910985441,PI,  ,524053265,1
524151834,CN,A ,2019,CN201910549538,PI,  ,501667699,0
524192832,US,A ,2019,US201916446728,PI,  ,905322435,0
524261952,WO,W ,2019,WO2019US38778,PI,US,905377167,0
524272047,WO,W ,2018,WO2018CN92922,PI,CN,524272047,1
524272715,WO,W ,2018,WO2018CN111370,PI,CN,506719572,0
524296316,CN,A ,2019,CN201910711213,PI,  ,524296316,1
524412431,US,A ,2019,US201916459500,PI,  ,905331064,0
524480151,CN,A ,2019,CN201910457167,PI,  ,524547662,0
524547404,US,A ,2018,US201816022419,PI,  ,524547404,1
524552883,US,A ,2018,US201816022438,PI,  ,524552883,1
524797169,WO,W ,2020,WO2020EP50111,PI,EP,533211689,0
524826653,CN,A ,2019,CN201910501386,PI,  ,524764195,0
524833537,CN,A ,2019,CN201910916759,PI,  ,524833537,1
524901040,US,A ,2018,US201816033887,PI,  ,524901040,1
524941815,AU,A ,2018,AU20180348320,PI,  ,511344233,0
525070218,WO,W ,2019,WO2019CN87574,PI,CN,504568844,0
525072593,WO,W ,2019,WO2019CN87575,PI,CN,505404895,0
525098043,AU,A ,2019,AU20190204764,PI,  ,524759288,0
525258484,CA,A ,2018,CA20183068853,PI,  ,905204203,0
525263781,US,A ,2018,US201816048420,PI,  ,525263781,1
525276132,WO,W ,2018,WO2018CN97647,PI,CN,525276132,1
525276399,WO,W ,2018,WO2018KR13542,PI,KR,526631155,0
525281683,WO,W ,2018,WO2018CN98925,PI,CN,505479720,0
525458032,EP,A ,2020,EP20200155067,PI,  ,905393997,0
525498761,CN,A ,2019,CN201910838751,PI,  ,525498761,1
525503023,CN,A ,2019,CN201910954327,PI,  ,525503023,1
525513251,CN,A ,2019,CN201910766253,PI,  ,525513251,1
525534308,CN,A ,2019,CN201911313727,PI,  ,525534308,1
525539256,US,A ,2019,US201916528430,PI,  ,905348365,0
525553091,US,A ,2019,US201916560197,PI,  ,905137021,0
525569722,WO,W ,2019,WO2019CN98186,PI,CN,505323843,0
525572829,WO,W ,2019,WO2019CN98169,PI,CN,505480959,0
525593586,CN,A ,2018,CN201810792456,PI,  ,525593586,1
525596693,CN,A ,2018,CN201880034711,PI,  ,504996754,0
525668676,CN,A ,2019,CN201910844248,PI,  ,525668676,1
525674241,CN,A ,2019,CN201910995973,PI,  ,525674241,1
525893074,KR,A ,2019,KR20190042168,PI,  ,525893074,1
526033258,CN,A ,2019,CN201910945180,PI,  ,526033258,1
526038942,CN,A ,2019,CN201911054159,PI,  ,526038942,1
526080807,EP,A ,2018,EP20200156473,PI,  ,900161760,0
526123056,US,A ,2018,US201816101708,PI,  ,526123056,1
526127949,US,A ,2019,US201916455394,PI,  ,506759191,0
526205897,MX,A ,2018,MX20190009435,PI,  ,482199311,0
526576014,CN,A ,2019,CN201911069423,PI,  ,526576014,1
526791569,CN,A ,2019,CN201911053780,PI,  ,526791569,1
526838615,KR,A ,2019,KR20190043604,PI,  ,526838615,1
527029404,WO,W ,2019,WO2019CA51125,PI,CA,905344049,0
527069516,CN,A ,2019,CN201911074046,PI,  ,527069516,1
527279806,US,A ,2019,US201916555847,PI,  ,905323622,0
527280006,US,A ,2018,US201816116315,PI,  ,527280006,1
527281427,US,A ,2019,US201916550350,PI,  ,527385787,0
527323794,KR,A ,2019,KR20190150863,PI,  ,527323794,1
527636535,US,A ,2018,US201816129570,PI,  ,527636535,1
527643037,US,A ,2019,US201916686438,PI,  ,905329911,0
528135521,CN,A ,2019,CN201980003566,PI,  ,515430177,0
528145595,CN,A ,2019,CN201911100293,PI,  ,528145595,1
528153901,CN,A ,2019,CN201911219442,PI,  ,528153901,1
528339978,US,A ,2019,US201916698659,PI,  ,488677078,0
528341199,US,A ,2018,US201816136516,PI,  ,528341199,1
528341281,US,A ,2019,US201916698402,PI,  ,905329660,0
528347901,US,A ,2018,US201816137617,PI,  ,528346484,0
528364514,CN,A ,2018,CN201880028393,PI,  ,502538151,0
528603370,US,A ,2018,US201816622272,PI,  ,482255357,0
528612361,US,A ,2019,US201916687264,PI,  ,905329660,0
528667577,KR,A ,2018,KR20180108866,PI,  ,528667577,1
528797966,KR,A ,2019,KR20190028033,PI,  ,528797966,1
529108049,CN,A ,2019,CN201980003672,PI,  ,513717562,0
529125415,CN,A ,2019,CN201911193374,PI,  ,529125415,1
529126101,CN,A ,2019,CN201911197031,PI,  ,529126101,1
529127287,CN,A ,2019,CN201911206349,PI,  ,529127287,1
529127355,CN,A ,2019,CN201911206528,PI,  ,529127355,1
529266604,CN,A ,2019,CN201911295828,PI,  ,529266604,1
529386817,US,A ,2018,US201816161908,PI,  ,529386817,1
529387868,US,A ,2019,US201916712865,PI,  ,507033449,0
529856352,US,A ,2018,US201816163022,PI,  ,529856352,1
529867601,KR,A ,2019,KR20190018864,PI,  ,504927965,0
530068314,CN,A ,2019,CN201911313210,PI,  ,530068314,1
530079495,CN,A ,2020,CN202010171354,PI,  ,530079495,1
530086851,CN,A ,2019,CN201911106988,PI,  ,530086851,1
530088337,CN,A ,2019,CN201911151104,PI,  ,530088337,1
530110380,CN,A ,2020,CN202010020135,PI,  ,530110380,1
530126377,US,A ,2019,US201916668437,PI,  ,510577056,0
530151645,WO,W ,2019,WO2019KR14031,PI,KR,531592165,0
530357242,CN,A ,2019,CN201910897432,PI,  ,530357242,1
530410803,TW,A ,2019,TW20198110705,PI,  ,507833410,0
530413930,TW,A ,2018,TW20187143444,PI,  ,530413930,1
530613309,US,A ,2018,US201816181574,PI,  ,530613309,1
530613560,US,A ,2019,US201916674523,PI,  ,502686833,0
530618325,US,A ,2018,US201816182222,PI,  ,530618325,1
530630204,US,A ,2020,US202016735307,PI,  ,515436920,0
530679808,KR,A ,2018,KR20180120548,PI,  ,530679808,1
530813490,CN,A ,2019,CN201911214223,PI,  ,530813490,1
530814376,CN,A ,2019,CN201911220007,PI,  ,530814376,1
530861090,CN,A ,2018,CN201811302254,PI,  ,530861090,1
530862176,CN,A ,2018,CN201880044101,PI,  ,905210264,0
530874557,CN,A ,2019,CN201911370868,PI,  ,530874557,1
530889366,AU,A ,2020,AU20200100513,PI,  ,530889366,1
530952705,US,A ,2019,US201916677609,PI,  ,905364303,0
